chr,bp_mm10,megamuga,gigamuga
9,84422968,UNC16777374,UNC16777374
9,84473161,UNC16777958,UNC16777958
9,84559613,JAX00173662,JAX00173662
9,84603347,JAX00700435,JAX00700435
9,84630693,UNC16779917,UNC16779917
9,84641822,JAX00700446,JAX00700446
9,84691471,UNC16780516,UNC16780516
9,84792778,UNC16781617,UNC16781617
9,84902751,UNC16782639,UNC16782639
9,85029733,UNC16784014,UNC16784014
9,85096627,UNC16784605,UNC16784605
9,85144029,UNC16785248,UNC16785248
9,85195832,UNC16785864,UNC16785864
9,85212957,JAX00173711,JAX00173711
9,85236342,UNC16786495,UNC16786495
9,85254517,UNC16786776,UNC16786776
9,85332834,UNC16787719,UNC16787719
9,85366452,UNC16788295,UNC16788295
9,85380961,UNC16788536,UNC16788536
9,85432708,UNC16789416,UNC16789416
9,85459547,UNC16789943,UNC16789943
9,85474766,JAX00700618,JAX00700618
9,85495747,UNC16790533,UNC16790533
9,85504794,JAX00700626,JAX00700626
9,85519695,UNC16790828,UNC16790828
9,85553333,UNC16791432,UNC16791432
9,85576148,UNC16791758,UNC16791758
9,8559373,UNC15812125,UNC15812125
9,85607947,UNC16792154,UNC16792154
9,85642230,UNC16792537,UNC16792537
9,85670214,JAX00700671,JAX00700671;JAX00700671r
9,85674152,UNC16793027,UNC16793027
9,85683304,JAX00700683,JAX00700683
9,85712774,UNC16793660,UNC16793660
9,85791681,UNC16794946,UNC16794946
9,85815657,UNC16795358,UNC16795358
9,85842699,UNC16795885,UNC16795885
9,85886577,UNC16796753,UNC16796753
9,85916167,UNC16797125,UNC16797125
9,85985555,UNC16798286,UNC16798286
9,86028683,UNC16799076,UNC16799076
9,86044619,JAX00237675,JAX00237675
9,86060247,UNC16799672,UNC16799672
9,86100622,UNC16800218,UNC16800218
9,86133183,UNC16800364,UNC16800364
9,86227964,UNC16801668,UNC16801668
9,86257689,UNC16802251,UNC16802251
9,86296651,UNC16802901,UNC16802901
9,86327029,UNC16803490,UNC16803490
9,86346155,UNC16803841,UNC16803841
9,8637372,UNC15812808,UNC15812808
9,86377827,JAX00173799,JAX00173799
9,86400299,UNC16804821,UNC16804821
9,86413843,UNC16804980,UNC16804980
9,86468661,UNC16805938,UNC16805938
9,86492887,UNC16806346,UNC16806346
9,86502241,JAX00173807,JAX00173807
9,8651406,JAX00685286,JAX00685286
9,86516511,UNC16806684,UNC16806684
9,86549376,UNC16807119,UNC16807119
9,86557020,JAX00173811,JAX00173811
9,8657362,JAX00168004,JAX00168004
9,8658063,JAX00685287,JAX00685287
9,86581367,UNC16807536,UNC16807536
9,86626729,UNC16808481,UNC16808481
9,86629750,JAX00237686,JAX00237686
9,86647000,UNC16808774,UNC16808774
9,86681798,UNC16809340,UNC16809340
9,86697747,,sanger4361;sanger4361q
9,86711127,UNC16809740,UNC16809740
9,86749032,UNC16810017,UNC16810017
9,86773995,UNC16810256,UNC16810256
9,86816288,UNC16810763,UNC16810763
9,86836606,UNC16811129,UNC16811129
9,86868681,JAX00700939,JAX00700939
9,86916226,UNC16812012,UNC16812012
9,86923480,UNC16812102,UNC16812102
9,86982046,UNC16812653,UNC16812653
9,87033588,UNC16813513,UNC16813513
9,87049760,UNC16813737,UNC16813737
9,87091214,UNC16814383,UNC16814383
9,87120945,UNC16814676,UNC16814676
9,87144322,UNC16815010,UNC16815010
9,87190881,UNC16815759,UNC16815759
9,87221152,UNC16816141,UNC16816141
9,87254980,UNC16816728,UNC16816728
9,87274660,UNC16817034,UNC16817034
9,87302778,JAX00701023,JAX00701023
9,87312165,UNC16817483,UNC16817483
9,87326490,UNC090481644,UNC090481644
9,87378355,JAX00701045,JAX00701045
9,87398238,UNC16818606,UNC16818606
9,87403128,JAX00701052,JAX00701052
9,87430322,JAX00701067,JAX00701067
9,87438122,UNC16819132,UNC16819132
9,87441837,JAX00701072,JAX00701072
9,87530020,,JAX00701097;JAX00701097q
9,87567920,UNC16820593,UNC16820593
9,87634869,UNC16821369,UNC16821369
9,87722963,UNC16822579,UNC16822579
9,87746288,JAX00173901,JAX00173901
9,87822026,UNC16823632,UNC16823632
9,87852499,JAX00701155,JAX00701155
9,87861652,JAX00173909,JAX00173909
9,87896898,UNC16824550,UNC16824550
9,87957865,UNC16825255,UNC16825255
9,88058113,UNC16827003,UNC16827003
9,88108666,UNC16827753,UNC16827753
9,8815551,UNC15814354,UNC15814354
9,88230307,UNC16829367,UNC16829367
9,8830335,JAX00685317,JAX00685317
9,88343561,UNC16831006,UNC16831006
9,88364335,UNC16831365,UNC16831365
9,88496808,UNC16832742,UNC16832742
9,88836239,UNC16833754,UNC16833754
9,8897206,JAX00685330,JAX00685330
9,88979323,UNC16833871,UNC16833871
9,89104097,UNC16833966,UNC16833966
9,89187041,UNC16834012,UNC16834012
9,89226095,UNC16834111,UNC16834111
9,89320576,UNC16835107,UNC16835107
9,89331520,JAX00174014,JAX00174014
9,89388653,UNC16835937,UNC16835937
9,89528843,UNC16837548,UNC16837548
9,89569091,UNC16838396,UNC16838396
9,89647995,UNC16839328,UNC16839328
9,89744578,UNC16840897,UNC16840897
9,89818569,UNC16841961,UNC16841961
9,89904658,UNC16842803,UNC16842803
9,90155005,JAX00174076,JAX00174076
9,90161593,UNC16845629,UNC16845629
9,90211084,JAX00701455,JAX00701455
9,90256260,UNC16846961,UNC16846961
9,90331669,UNC16847968,UNC16847968
9,90408881,UNC16848716,UNC16848716
9,90504915,UNC16849938,UNC16849938
9,90584603,JAX00174107,JAX00174107
9,90606700,UNC16851140,UNC16851140
9,90618954,JAX00701506,JAX00701506
9,90637623,JAX00174111,JAX00174111
9,90677892,JAX00174115,JAX00174115
9,90681049,UNC16851967,UNC16851967
9,90763158,UNC16853307,UNC16853307
9,9076572,UNC15818423,UNC15818423
9,90829940,UNC16853991,UNC16853991
9,90886394,UNC16854310,UNC16854310
9,91003344,UNC16855325,UNC16855325
9,91103060,UNC16856548,UNC16856548
9,91173574,UNC16857531,UNC16857531
9,91236691,UNC16858208,UNC16858208
9,91316698,UNC16859328,UNC16859328
9,91418357,UNC16860240,UNC16860240
9,91524925,UNC16861475,UNC16861475
9,91562832,UNC16861920,UNC16861920
9,91669232,UNC16862728,UNC16862728
9,9171402,JAX00685382,JAX00685382
9,91760311,UNC16863240,UNC16863240
9,91879985,UNC16864621,UNC16864621
9,91950027,UNC16865486,UNC16865486
9,92001564,UNC16866232,UNC16866232
9,92058323,UNC16866815,UNC16866815
9,92155080,UNC16867672,UNC16867672
9,92263018,JAX00701721,JAX00701721
9,92301331,UNC16869833,UNC16869833
9,92360040,UNC16870713,UNC16870713
9,92386066,JAX00701738,JAX00701738
9,92394735,UNC16871343,UNC16871343
9,9245509,UNC15821079,UNC15821079
9,92513073,UNC16873276,UNC16873276
9,92588059,JAX00701777,JAX00701777
9,92601564,UNC16874927,UNC16874927
9,9261076,JAX00168049,JAX00168049
9,92645610,UNC16875631,UNC16875631
9,92821175,JAX00701881,JAX00701881
9,92877755,UNC16880065,UNC16880065
9,92925940,UNC16881118,UNC16881118
9,92996783,JAX00701943,JAX00701943
9,93022854,UNC16882054,UNC16882054
9,93099549,UNC16883357,UNC16883357
9,93197363,UNC16884299,UNC16884299
9,93273108,UNC16884951,UNC16884951
9,9342457,JAX00168057,JAX00168057;JAX00168057r
9,93469616,UNC16887186,UNC16887186
9,93480183,JAX00237838,JAX00237838
9,93534404,UNC16888414,UNC16888414
9,93641641,UNC16890069,UNC16890069
9,9365178,CEAJAX00685441;CEBJAX00685441,CEAJAX00685441
9,93671398,UNC16890502,UNC16890502
9,93779844,UNC16892704,UNC16892704
9,93843130,UNC16893611,UNC16893611
9,93952827,UNC16895233,UNC16895233
9,94030877,UNC16896353,UNC16896353
9,94131153,UNC16898435,UNC16898435
9,94189213,UNC16899401,UNC16899401
9,9425197,UNC15823592,UNC15823592
9,94273181,UNC16900598,UNC16900598
9,94343354,UNC16901350,UNC16901350
9,94384633,UNC16901836,UNC16901836
9,94435847,JAX00702229,JAX00702229
9,94444140,UNC16902593,UNC16902593
9,94468212,JAX00174400,JAX00174400
9,94471281,UNC16903026,UNC16903026
9,94534814,UNC16903841,UNC16903841
9,9455736,JAX00168064,JAX00168064
9,94561495,UNC16904043,UNC16904043
9,94603595,UNC16904504,UNC16904504
9,94658564,UNC16905381,UNC16905381
9,94682063,JAX00174416,JAX00174416
9,94704960,UNC16906310,UNC16906310
9,94724761,JAX00702316,JAX00702316
9,94736238,UNC16906944,UNC16906944
9,94738442,JAX00174421,JAX00174421
9,94753691,JAX00702328,JAX00702328
9,94757267,UNC16907172,UNC16907172
9,94788188,JAX00702340,JAX00702340
9,94820248,UNC16908069,UNC16908069
9,94907800,UNC16909216,UNC16909216
9,94950945,UNC16909819,UNC16909819
9,95004688,UNC16910753,UNC16910753
9,95020781,,JAX00702393;JAX00702393q
9,95038306,UNC16911249,UNC16911249
9,95088098,UNC16912008,UNC16912008
9,95139277,JAX00174451,JAX00174451
9,95176937,UNC16913594,UNC16913594
9,95208640,UNC16914101,UNC16914101
9,95240912,UNC16914459,UNC16914459
9,95313156,UNC16915206,UNC16915206
9,95323217,UNC16915405,UNC16915405
9,95412231,UNC16916724,UNC16916724
9,95512533,UNC16917980,UNC16917980
9,95617042,UNC16919744,UNC16919744
9,95699256,,JAX00702494;JAX00702494q
9,95752960,UNC16922002,UNC16922002
9,95777277,JAX00702517,JAX00702517
9,95817159,UNC16922838,UNC16922838
9,95869662,UNC16923451,UNC16923451
9,95901069,UNC16923586,UNC16923586
9,9593270,CEAJAX00685488,CEAJAX00685488
9,95944389,UNC16923790,UNC16923790
9,96032909,UNC16924618,UNC16924618
9,96081278,UNC16925075,UNC16925075
9,96142966,UNC16925655,UNC16925655
9,96164216,UNC16925877,UNC16925877
9,96202297,UNC16926407,UNC16926407
9,96234260,UNC16926810,UNC16926810
9,9627165,UNC15826062,UNC15826062
9,96297838,UNC16927732,UNC16927732
9,96326477,UNC16928089,UNC16928089
9,96372340,UNC16928730,UNC16928730
9,96414950,UNC16929509,UNC16929509
9,96481124,UNC16930806,UNC16930806
9,96493643,UNC16931018,UNC16931018
9,96513609,JAX00702627,JAX00702627
9,96548300,UNC16932069,UNC16932069
9,96569429,JAX00174559,JAX00174559
9,96607089,UNC16932934,UNC16932934
9,96658711,B6_09-096559130-S,B6_09-096559130-S
9,96695466,UNC16934132,UNC16934132
9,96743946,UNC16934766,UNC16934766
9,96744816,JAX00702672,JAX00702672
9,96759960,UNC16935049,UNC16935049
9,96796991,UNC16935917,UNC16935917
9,96831778,JAX00702705,JAX00702705
9,96861745,UNC16937087,UNC16937087
9,96883890,UNC16937488,UNC16937488
9,96949513,UNC16938529,UNC16938529
9,96970748,JAX00174587,JAX00174587
9,96971213,JAX00702747,JAX00702747
9,96996870,JAX00702758,JAX00702758
9,97011308,UNC16939439,UNC16939439
9,97035463,UNC16939697,UNC16939697
9,97076686,UNC16940081,UNC16940081
9,97125232,UNC16940356,UNC16940356
9,97165903,UNC16940888,UNC16940888
9,97209562,UNC16941533,UNC16941533
9,97266666,UNC16942408,UNC16942408
9,9728750,UNC15827663,UNC15827663
9,97304723,UNC16942982,UNC16942982
9,97352389,UNC16943653,UNC16943653
9,97413656,UNC16944586,UNC16944586
9,97435459,JAX00702826,JAX00702826;JAX00702826r
9,97470398,UNC16945430,UNC16945430
9,97488609,JAX00702853,JAX00702853
9,97500866,UNC16945946,UNC16945946
9,97531039,JAX00702862,JAX00702862
9,97555453,UNC16946746,UNC16946746
9,97592893,UNC16947333,UNC16947333
9,97616874,JAX00702883,JAX00702883
9,97641194,UNC16947947,UNC16947947
9,97669604,JAX00702894,JAX00702894
9,97684336,UNC16948658,UNC16948658
9,97729870,UNC16949171,UNC16949171
9,97760083,UNC16949519,UNC16949519
9,97815927,UNC16950294,UNC16950294
9,97846068,UNC16950683,UNC16950683
9,97900411,UNC16951321,UNC16951321
9,97946811,UNC16951961,UNC16951961
9,97976997,JAX00702951,JAX00702951
9,97991414,UNC16952376,UNC16952376
9,98030851,UNC16952919,UNC16952919
9,98079133,UNC16953499,UNC16953499
9,98120263,UNC16954095,UNC16954095
9,98184967,UNC16954963,UNC16954963
9,98194753,JAX00702974,JAX00702974
9,98267121,UNC16955953,UNC16955953
9,98312861,UNC16956553,UNC16956553
9,98366377,UNC16957422,UNC16957422
9,98423999,UNC16958335,UNC16958335
9,98543903,UNC16960095,UNC16960095
9,9855280,UNC15829659,UNC15829659
9,98579781,UNC16960466,UNC16960466
9,98644302,UNC16961260,UNC16961260
9,98660590,,JAX00703054;JAX00703054q
9,98713016,UNC16962149,UNC16962149
9,98736366,JAX00237971,JAX00237971;JAX00237971r
9,98765420,JAX00174723,JAX00174723
9,98780255,UNC16963145,UNC16963145
9,98858850,UNC16964200,UNC16964200
9,98944763,UNC16965070,UNC16965070
9,98976424,UNC16965359,UNC16965359
9,99046321,UNC16966091,UNC16966091
9,99076120,UNC16966506,UNC16966506
9,99119082,UNC16966849,UNC16966849
9,99147603,UNC16967111,UNC16967111
9,99245481,UNC16968452,UNC16968452
9,99333726,UNC16969777,UNC16969777
9,99363348,UNC16970199,UNC16970199
9,99422456,UNC16971066,UNC16971066
9,99481082,JAX00703252,JAX00703252
9,99515653,UNC16972278,UNC16972278
9,99524828,JAX00174781,JAX00174781
9,99546803,UNC16972635,UNC16972635
9,99575305,UNC16972900,UNC16972900
9,99632429,JAX00703287,JAX00703287
9,99637748,UNC16973611,UNC16973611;UNCHS026815
9,99666505,UNC16974182,UNC16974182
9,99685479,JAX00174792,JAX00174792
9,99728580,UNC16975263,UNC16975263
9,99745797,JAX00703333,JAX00703333
9,99773117,UNC16975855,UNC16975855
9,99799027,UNC16976216,UNC16976216
9,99859776,UNC16977294,UNC16977294
9,99891107,UNC16977752,UNC16977752
9,9989363,UNC15831235,UNC15831235
9,99949658,UNC16978512,UNC16978512
9,99988689,UNC16979138,UNC16979138
10,100000127,UNC18546967,UNC18546967
10,100055889,UNC18547884,UNC18547884
10,100085352,JAX00297233,JAX00297233
10,100090076,UNC18548517,UNC18548517
10,100162460,UNC18549098,UNC18549098
10,100238441,B6_rs13480728,B6_rs13480728
10,100311889,UNC18551071,UNC18551071
10,100399069,UNC18551232,UNC18551232
10,100541761,JAX00297286,JAX00297286
10,10055448,UNC17406429,UNC17406429
10,100578307,UNC18553708,UNC18553708
10,100586857,JAX00297290,JAX00297290
10,100629487,UNC18554470,UNC18554470
10,100704930,JAX00021550,JAX00021550
10,100708991,UNC18555204,UNC18555204
10,100777321,UNC18556132,UNC18556132
10,100842014,UNC18557199,UNC18557199
10,10089072,UNC17406755,UNC17406755
10,100923060,UNC18558450,UNC18558450
10,100979103,UNC18559413,UNC18559413
10,101033051,UNC18560263,UNC18560263
10,101081254,JAX00297344,JAX00297344
10,101101420,UNC18561274,UNC18561274
10,101167564,UNC18562362,UNC18562362
10,101218161,UNC18563310,UNC18563310
10,101310396,UNC18564755,UNC18564755
10,101404857,UNC18566326,UNC18566326
10,101438469,JAX00021605,JAX00021605
10,101489530,UNC18567725,UNC18567725
10,101534708,UNC18568663,UNC18568663
10,101561319,JAX00297377,JAX00297377
10,101605150,JAX00297380,JAX00297380
10,101695143,UNC18570690,UNC18570690
10,101792444,UNC18572135,UNC18572135
10,101839072,JAX00297401,JAX00297401
10,101933651,UNC18574606,UNC18574606
10,102025138,UNC18576410,UNC18576410
10,102037697,JAX00297424,JAX00297424
10,102079916,UNC18577118,UNC18577118
10,102139455,UNC18578290,UNC18578290
10,102157654,JAX00297443,JAX00297443
10,10217499,UNC17408166,UNC17408166
10,102186173,UNC18579019,UNC18579019
10,102281273,UNC18580648,UNC18580648
10,102346178,UNC18581425,UNC18581425
10,102434429,UNC18582720,UNC18582720
10,102470556,UNC18583438,UNC18583438
10,102487853,JAX00196540,JAX00196540
10,102542276,UNC18584470,UNC18584470
10,102625903,UNC18585837,UNC18585837
10,102672134,JAX00297498,JAX00297498
10,102713965,UNC18587290,UNC18587290
10,102734393,JAX00021703,JAX00021703
10,102772248,UNC18588116,UNC18588116
10,102866923,UNC18589762,UNC18589762
10,102936540,UNC18590950,UNC18590950
10,102956859,JAX00021720,JAX00021720
10,103021873,UNC18592141,UNC18592141
10,103042179,UNC18592305,UNC18592305
10,103145574,JAX00021733,JAX00021733
10,103147323,UNC18593672,UNC18593672
10,103149924,,JAX00297554;JAX00297554q
10,103182034,UNC18594426,UNC18594426
10,103241735,UNC18595171,UNC18595171
10,103254008,JAX00021742,JAX00021742
10,103305532,UNC18596294,UNC18596294
10,103359269,UNC18597111,UNC18597111
10,103364318,UNC18597149,UNC18597149
10,103366255,UNC18597179,UNC18597179
10,103370464,UNC18597230,UNC18597230
10,103375647,UNC18597272,UNC18597272
10,103382510,UNC18597320,UNC18597320
10,103388873,UNC18597482,UNC18597482
10,103390501,UNC18597504,UNC18597504
10,103395708,UNC18597624,UNC18597624
10,103400460,UNC18597729,UNC18597729
10,103403885,UNC18597754,UNC18597754
10,103407779,UNC18597815,UNC18597815
10,103411693,UNC18597885,UNC18597885
10,103423810,UNC18598095,UNC18598095
10,103426883,UNC18598129,UNC18598129
10,103431766,UNC18598183,UNC18598183
10,103467996,UNC18598970,UNC18598970
10,103616697,UNC18601835,UNC18601835
10,103745373,UNC18603462,UNC18603462
10,10394425,UNC17410060,UNC17410060
10,103958034,,sanger596;sanger596q
10,103969576,UNC18607473,UNC18607473
10,104053978,JAX00021804,JAX00021804
10,104108133,JAX00021807,JAX00021807
10,104221654,UNC18610132,UNC18610132
10,10432031,JAX00282608,JAX00282608
10,104469375,UNC18614374,UNC18614374
10,104503624,JAX00297736,JAX00297736
10,104563700,JAX00297751,JAX00297751;JAX00297751r
10,104742124,JAX00297781,JAX00297781
10,104807932,UNC18619300,UNC18619300
10,104938481,JAX00297822,JAX00297822;JAX00297822r
10,104948493,UNC18621671,UNC18621671
10,105202062,UNC18625298,UNC18625298
10,10535150,JAX00014858,JAX00014858
10,105558069,UNC18631932,UNC18631932
10,105630599,UNC18633192,UNC18633192
10,105694428,UNC18634214,UNC18634214
10,105738811,UNC18635101,UNC18635101
10,105771074,UNC18635617,UNC18635617
10,105821290,UNC18636439,UNC18636439
10,105911952,UNC18637857,UNC18637857
10,106030562,backupJAX00021946,backupJAX00021946
10,106032881,JAX00297997,JAX00297997
10,106077933,UNC18640201,UNC18640201
10,106126403,UNC18640896,UNC18640896
10,106195201,JAX00298029,JAX00298029
10,106197411,JAX00298031,JAX00298031
10,106204332,UNC18641848,UNC18641848
10,106283768,UNC18642764,UNC18642764
10,106373509,JAX00298064,JAX00298064;JAX00298064r
10,106380668,UNC18644423,UNC18644423
10,106421981,UNC18645020,UNC18645020
10,10644437,UNC17412481,UNC17412481
10,106500703,UNC18646102,UNC18646102
10,106558193,UNC18646666,UNC18646666
10,10658165,JAX00282639,JAX00282639
10,106637201,UNC18648045,UNC18648045
10,106674190,UNC18649052,UNC18649052
10,106681673,JAX00298103,JAX00298103
10,106707775,UNC18649534,UNC18649534
10,106769354,UNC18650627,UNC18650627
10,10678381,UNC17412832,UNC17412832
10,106787355,JAX00022005,JAX00022005
10,106829746,UNC18651657,UNC18651657
10,106903469,JAX00298143,JAX00298143
10,106931316,UNC18653313,UNC18653313
10,106990884,UNC18654283,UNC18654283
10,107082383,UNC18655902,UNC18655902
10,107172709,JAX00298189,JAX00298189
10,107172822,UNC18656908,UNC18656908
10,107220021,UNC18657666,UNC18657666
10,107248721,UNC18658094,UNC18658094
10,107337502,UNC18659400,UNC18659400
10,107425529,UNC18660805,UNC18660805
10,107475920,JAX00298238,JAX00298238
10,107483788,UNC100187548,UNC100187548
10,107542703,UNC18662855,UNC18662855
10,107578171,UNC18663316,UNC18663316
10,107633535,UNC18664354,UNC18664354
10,107711151,UNC18665530,UNC18665530
10,107783572,UNC18666622,UNC18666622
10,107860747,UNC18668289,UNC18668289
10,10789557,UNC17414352,UNC17414352
10,107914073,UNC18669251,UNC18669251
10,108040990,UNC18671158,UNC18671158
10,108088576,UNC18671810,UNC18671810
10,108148061,UNC18672684,UNC18672684
10,108203934,UNC18673398,UNC18673398
10,108209426,JAX00298355,JAX00298355
10,10822603,UNC17414802,UNC17414802
10,108245282,JAX00298363,JAX00298363
10,108254483,UNC18673880,UNC18673880
10,108298882,JAX00022117,JAX00022117
10,108332627,UNC18674868,UNC18674868
10,108358395,UNC18675271,UNC18675271
10,108412205,UNC18676132,UNC18676132
10,108417884,JAX00196648,JAX00196648
10,10844634,UNC17415216,UNC17415216
10,108447180,UNC18676652,UNC18676652
10,108525061,UNC18678046,UNC18678046
10,108581993,UNC18679019,UNC18679019
10,108657498,UNC18680039,UNC18680039
10,108665165,UNC18680103,UNC18680103
10,108755749,JAX00022152,JAX00022152
10,108808806,UNC18681854,UNC18681854
10,108854581,UNC18682473,UNC18682473
10,108909353,UNC18683233,UNC18683233
10,108968334,UNC18684162,UNC18684162
10,109002821,JAX00298453,JAX00298453
10,109017997,UNC18684708,UNC18684708
10,109059685,JAX00298464,JAX00298464
10,109070441,UNC18685533,UNC18685533
10,10907876,JAX00282682,JAX00282682;JAX00282682r
10,109133595,UNC18686417,UNC18686417
10,109183341,UNC18687238,UNC18687238
10,109237497,UNC18687852,UNC18687852
10,109292631,UNC18688657,UNC18688657
10,109346813,UNC18689249,UNC18689249
10,109401663,JAX00022201,JAX00022201
10,109405583,UNC18690101,UNC18690101
10,109481792,UNC18691242,UNC18691242
10,109502080,UNC18691482,UNC18691482
10,109519141,UNC18691816,UNC18691816
10,109539206,UNC18692061,UNC18692061
10,10955300,UNC17416856,UNC17416856
10,109553317,UNC18692389,UNC18692389
10,109574038,UNC18692663,UNC18692663
10,109593539,UNC18693037,UNC18693037
10,109628647,UNC18693537,UNC18693537
10,109647317,UNC18693852,UNC18693852
10,109667300,UNC18694124,UNC18694124
10,109684011,UNC18694406,UNC18694406
10,109695604,UNC18694624,UNC18694624
10,109716887,UNC18694899,UNC18694899
10,109731000,UNC18695146,UNC18695146
10,109742133,JAX00298556,JAX00298556
10,10974811,JAX00014891,JAX00014891
10,109762927,UNC18695714,UNC18695714
10,109766692,UNC18695775,UNC18695775
10,109772598,JAX00298559,JAX00298559
10,109772659,JAX00298560,JAX00298560
10,109788950,UNC18696034,UNC18696034
10,109808626,UNC18696344,UNC18696344
10,109828151,UNC18696695,UNC18696695
10,109846683,JAX00022234,JAX00022234
10,109855691,JAX00022236,JAX00022236
10,109862593,UNC18697348,UNC18697348
10,109880675,UNC18697617,UNC18697617
10,109881888,JAX00298574,JAX00298574
10,109900468,UNC18698012,UNC18698012
10,109912221,UNC18698193,UNC18698193
10,109925893,backupJAX00022240,backupJAX00022240
10,109951494,UNC18698879,UNC18698879
10,109968522,UNC18699184,UNC18699184
10,109986239,UNC18699439,UNC18699439
10,110006216,UNC18699847,UNC18699847
10,110024661,UNC18699971,UNC18699971
10,110046971,UNC18700285,UNC18700285
10,110052471,UNC18700389,UNC18700389
10,110076055,UNC18700820,UNC18700820
10,110096772,UNC18701338,UNC18701338
10,110114687,UNC18701584,UNC18701584
10,110128115,UNC18701782,UNC18701782
10,110143293,UNC18702073,UNC18702073
10,110169283,UNC18702500,UNC18702500
10,110186612,UNC18702726,UNC18702726
10,110205834,UNC18702972,UNC18702972
10,11021884,UNC17417592,UNC17417592
10,110238365,UNC18703284,UNC18703284
10,110260907,UNC18703680,UNC18703680
10,110279905,UNC18703986,UNC18703986
10,110289558,JAX00298635,JAX00298635
10,110311084,UNC18704557,JAX00298639;UNC18704557
10,110332570,UNC18704999,UNC18704999
10,110346695,UNC18705309,UNC18705309
10,110360657,UNC18705523,UNC18705523
10,110396336,JAX00298658,JAX00298658
10,110398435,UNC18706038,UNC18706038
10,110419316,UNC18706297,UNC18706297
10,110435223,UNC18706577,UNC18706577
10,110445167,JAX00298684,JAX00298684
10,110456307,UNC18706936,UNC18706936
10,110474484,UNC18707145,UNC18707145
10,11048758,JAX00014898,JAX00014898
10,110493257,UNC18707361,UNC18707361
10,110502202,UNC18707559,UNC18707559
10,110527619,UNC18707849,UNC18707849
10,110545496,UNC18708099,UNC18708099
10,110570964,JAX00022288,JAX00022288
10,110584708,UNC18708758,UNC18708758
10,110596284,UNC18708909,UNC18708909
10,110636555,UNC18709522,UNC18709522
10,110644931,JAX00298726,JAX00298726
10,110656477,UNC18709859,UNC18709859
10,110671823,UNC18710109,UNC18710109
10,110673668,JAX00298733,JAX00298733
10,110713203,UNC18710718,UNC18710718
10,110721807,UNC18710856,UNC18710856
10,110737776,UNC18711153,UNC18711153
10,110762128,JAX00298756,JAX00298756
10,110762340,UNC18711529,UNC18711529
10,110780404,UNC18711707,UNC18711707
10,110798326,UNC18712031,UNC18712031
10,110813205,UNC18712339,UNC18712339
10,110843720,UNC18712723,UNC18712723
10,110866253,UNC18712902,UNC18712902
10,11087159,UNC17418421,UNC17418421
10,110883658,JAX00022312,JAX00022312
10,110888507,UNC18713258,UNC18713258
10,110922154,UNC18713816,UNC18713816
10,110943733,JAX00022317,JAX00022317
10,110947679,UNC18714128,UNC18714128
10,110959022,UNC18714261,UNC18714261
10,110981171,UNC18714516,UNC18714516
10,110991324,UNC18714642,UNC18714642
10,110997815,JAX00022321,JAX00022321
10,111021589,UNC18714935,UNC18714935
10,111029348,UNC18715031,UNC18715031
10,111053158,UNC18715328,UNC18715328
10,111061410,JAX00022324,JAX00022324
10,111067783,UNC18715599,UNC18715599
10,111069453,JAX00298819,JAX00298819
10,111085384,UNC18715799,UNC18715799
10,111101794,UNC18716165,UNC18716165
10,111119000,UNC18716389,UNC18716389
10,111161887,UNC18717010,UNC18717010
10,111170124,JAX00196713,JAX00196713
10,11118031,UNC17418776,UNC17418776
10,111193278,UNC18717337,UNC18717337
10,111221101,JAX00022338,JAX00022338
10,111235679,UNC18717731,UNC18717731
10,111236310,JAX00298854,JAX00298854
10,111246684,UNC18717841,UNC18717841
10,111265130,UNC18718056,UNC18718056
10,111281492,UNC18718200,UNC18718200
10,111301137,UNC18718383,UNC18718383
10,111314417,UNC18718600,UNC18718600
10,111320462,JAX00298877,JAX00298877
10,111338239,UNC18718923,UNC18718923
10,111351780,UNC18719176,UNC18719176
10,111365961,UNC18719475,UNC18719475
10,111392378,UNC18719854,UNC18719854
10,111411305,UNC18720024,UNC18720024
10,111428605,UNC18720211,UNC18720211
10,111450209,UNC18720435,UNC18720435
10,111483329,UNC18720762,UNC18720762;UNCHS029374
10,111501006,UNC18720855,UNC18720855
10,111516717,UNC18720972,UNC18720972
10,111527861,UNC18721164,UNC18721164
10,111548154,UNC18721427,UNC18721427
10,11156289,UNC17419393,UNC17419393
10,111570429,UNC18721678,UNC18721678
10,111589209,UNC18721914,UNC18721914
10,111611127,UNC18722261,UNC18722261
10,111624819,UNC18722485,UNC18722485
10,111657970,UNC18722932,UNC18722932
10,111678944,UNC18723272,UNC18723272
10,111696520,UNC18723518,UNC18723518
10,111732041,UNC18724125,UNC18724125
10,111749398,UNC18724477,UNC18724477
10,111768689,UNC18724848,UNC18724848
10,111786328,UNC18725108,UNC18725108
10,111809527,UNC18725518,UNC18725518
10,111836999,JAX00022384,JAX00022384
10,111846111,UNC18726044,UNC18726044
10,11184744,UNC17419588,UNC17419588
10,111883449,JAX00022388,JAX00022388
10,111894626,UNC18726849,UNC18726849
10,111947245,UNC18727825,UNC18727825
10,111996609,UNC18728717,UNC18728717
10,112021976,UNC18729040,UNC18729040
10,112094754,UNC18729744,UNC18729744
10,112134207,UNC18730088,UNC18730088
10,112193688,UNC18730618,UNC18730618
10,112215512,JAX00022412,JAX00022412;JAX00022412r
10,112247731,UNC18731346,UNC18731346
10,11231519,UNC17419803,UNC17419803
10,112317169,UNC18732289,UNC18732289
